2025-06-23 20:30:12;0;5
2025-06-23 20:30:20;5;8
2025-06-23 20:30:31;8;7
2025-06-23 20:30:38;7;2
2025-06-23 20:30:45;2;0
2025-06-23 20:30:53;0;-1
2025-06-23 23:42:54;0;2
2025-06-23 23:43:05;2;-1
2025-06-23 23:43:23;-1;3
2025-06-23 23:43:31;3;-1
2025-06-23 23:44:34;0;-1
2025-06-23 23:51:17;0;4
2025-06-23 23:51:26;4;-1
2025-06-23 23:59:03;0;3
2025-06-23 23:59:27;3;-1
2025-06-23 23:59:35;-1;2
2025-06-24 00:00:06;2;-1
2025-06-24 00:01:31;0;-1
2025-06-24 00:01:37;-1;0
